T,TM,Tm,H,VV,V,VM,PM 2.5
25.9,31.7,20.1,60.0,3.9,8.0,16.5,44.85
27.1,32.0,20.3,55.0,3.4,4.6,11.1,77.02
27.2,33.2,20.0,55.0,2.7,4.8,13.0,132.57
27.2,33.2,20.2,58.0,2.6,4.1,11.1,116.33
27.9,34.2,20.6,55.0,2.6,4.3,9.4,133.35
26.8,33.6,20.4,55.0,2.6,3.7,11.1,76.77
25.7,32.4,19.0,51.0,2.7,6.3,18.3,98.05
24.6,33.2,17.7,53.0,2.1,9.6,20.6,115.16
24.6,32.0,18.4,54.0,2.3,6.3,11.1,129.9
24.7,30.8,17.8,56.0,1.9,1.5,9.4,148.73
24.2,31.2,17.6,52.0,1.9,6.1,18.3,198.81
25.1,31.0,17.4,56.0,1.3,2.8,11.1,314.32
25.4,31.0,18.1,57.0,1.1,2.8,13.0,388.45
23.2,28.7,19.0,73.0,0.8,6.3,22.2,320.26
22.7,28.7,18.5,74.0,1.1,8.3,18.3,582.28
20.4,31.6,17.4,75.0,1.4,7.2,16.5,182.47
22.6,28.0,16.0,63.0,1.9,4.8,11.1,154.14
22.2,29.0,15.4,55.0,2.1,9.8,18.3,140.8
21.4,28.0,14.2,58.0,1.0,2.4,9.4,383.36
21.0,27.4,16.0,66.0,0.6,4.6,13.0,371.42
21.6,27.0,15.6,64.0,1.0,6.1,9.4,423.52
20.0,26.0,13.0,59.0,2.4,5.2,13.0,126.92
19.9,26.4,12.3,58.0,1.9,3.1,11.1,175.19
20.0,27.4,12.8,57.0,1.6,2.6,9.4,217.7
21.4,27.0,14.0,58.0,1.9,4.6,9.4,122.37
21.3,28.2,16.3,59.0,2.4,8.7,22.2,114.27
20.7,28.2,14.9,65.0,2.3,10.0,16.5,65.7
16.6,22.0,9.4,66.0,1.8,6.5,16.5,123.66
16.0,22.4,9.4,64.0,2.3,9.3,18.3,141.12
16.7,23.1,8.6,52.0,2.4,6.9,18.3,140.07
16.5,23.2,9.8,71.0,1.0,2.4,11.1,233.79
16.7,23.2,9.9,65.0,1.1,3.7,11.1,239.98
16.1,23.0,8.8,59.0,1.4,3.3,9.4,200.33
15.1,20.6,12.0,88.0,1.1,11.5,18.3,94.62
14.4,18.2,9.5,81.0,1.1,5.9,9.4,78.59
13.0,18.4,9.3,86.0,1.0,10.2,14.8,94.67
10.6,15.5,5.4,92.0,0.5,3.9,11.1,261.16
10.8,15.4,8.0,95.0,0.2,4.3,16.5,316.09
12.2,16.4,8.9,93.0,0.6,8.0,13.0,249.87
8.2,15.0,5.4,97.0,0.6,11.3,14.8,166.71
8.0,11.6,5.6,90.0,0.8,7.8,13.0,196.97
8.6,12.0,4.2,84.0,0.8,4.6,11.1,240.07
9.0,14.0,5.0,80.0,0.6,4.1,13.0,nan
